player_name,role,mean_score,sd_score,q025,q50,q975,mean_elo_like,sd_elo_like,n_boot
Matt Farniok,Blocker,-6.34093958378267e-7,5.697462805318086e-7,-1.016821843972129e-6,-6.34093958378267e-7,-2.5136607278440476e-7,999.9998900563251,9.901558257289333e-5,2
Pita Taumoepenu,Rusher,-6.850957507677246e-7,3.2420321278652013e-7,-9.028797264993475e-7,-6.850957507677246e-7,-4.673117750361016e-7,999.9998811964062,5.627935023266205e-5,2
DeAngelo Malone,Rusher,-6.852369982631649e-7,3.2427063268708956e-7,-9.030662634102235e-7,-6.852369982631649e-7,-4.674077331161063e-7,999.9998811718691,5.629106230846791e-5,2
Cortez Broughton,Rusher,-6.858103826260557e-7,9.698823443260496e-7,-1.3373302461208088e-6,-6.858103826260557e-7,-3.429051913130267e-8,999.999881072262,1.6844530382127446e-4,2
Charles Snowden,Rusher,-6.859037147769293e-7,9.700143359196205e-7,-1.3375122438150123e-6,-6.859037147769293e-7,-3.4295185738846345e-8,999.9998810560485,1.6846823309984036e-4,2
Grant Stuard,Rusher,-6.859062276710376e-7,9.700178896885493e-7,-1.3375171439585234e-6,-6.859062276710376e-7,-3.429531138355176e-8,999.9998810556119,1.684688504853166e-4,2
Kentavius Street,Rusher,-7.07896701699846e-7,1.5502224296014933e-5,-1.1121538228727508e-5,-7.07896701699846e-7,9.705744825327814e-6,999.9998772354754,0.002693052703899003,2
Nick Allegretti,Blocker,-7.251623337417719e-7,8.557198502670724e-7,-1.2999933772155668e-6,-7.251623337417719e-7,-1.5033129026797697e-7,999.9998742361279,1.4869427986544063e-4,2
Shaq Thompson,Rusher,-7.514531799860338e-7,3.891984084319025e-6,-3.3658991013635278e-6,-7.514531799860338e-7,1.8629927413914601e-6,999.9998696689402,6.761474008321564e-4,2
Bruce Hector,Rusher,-8.3288366253184e-7,2.161732407616748e-6,-2.2850305248415386e-6,-8.3288366253184e-7,6.192631997778585e-7,999.9998555230164,3.755718986395648e-4,2
Lachavious Simmons,Blocker,-8.647131448976353e-7,1.6907499249221218e-6,-2.00047684524056e-6,-8.647131448976353e-7,2.710505554452895e-7,999.999849993669,2.9367282877927245e-4,2
Mack Wilson Sr.,Rusher,-9.097045116288004e-7,1.12071604657397e-6,-1.6625471321299817e-6,-9.097045116288004e-7,-1.568618911276192e-7,999.9998421778681,1.9464780173597868e-4,2
Jabril Cox,Rusher,-9.138779936055169e-7,6.476373278754409e-7,-1.3489293025812638e-6,-9.138779936055169e-7,-4.7882668462977e-7,999.99984145286,1.1246561087420688e-4,2
Kamal Martin,Rusher,-9.143858387458565e-7,1.2931368543962882e-6,-1.7830523855544204e-6,-9.143858387458565e-7,-4.571929193729266e-8,999.9998413646383,2.246003638266465e-4,2
Caleb Johnson,Rusher,-9.144556668521384e-7,1.293235606251227e-6,-1.78318855036167e-6,-9.144556668521384e-7,-4.572278334260676e-8,999.9998413525079,2.2461751878245748e-4,2
Hamsah Nasirildeen,Rusher,-9.14584244785432e-7,1.2934174429083125e-6,-1.7834392773315924e-6,-9.14584244785432e-7,-4.5729212239271435e-8,999.9998413301716,2.2464910697271633e-4,2
Eddie Yarbrough,Rusher,-9.146278240687528e-7,1.2934790733218234e-6,-1.7835242569340682e-6,-9.146278240687528e-7,-4.573139120343748e-8,999.9998413226011,2.2465981330507253e-4,2
Kenny Willekes,Rusher,-9.52055221173933e-7,3.178194514299741e-6,-3.0870119695156046e-6,-9.52055221173933e-7,1.1829015271677386e-6,999.9998348207963,5.5214945226742e-4,2
Freedom Akinmoladun,Rusher,-9.690364764618592e-7,1.3704245274465979e-6,-1.8896211291006258e-6,-9.690364764618592e-7,-4.845182382309279e-8,999.9998318708501,2.380266077544318e-4,2
Whitney Mercilus,Rusher,-9.84186118608764e-7,2.023106370252907e-6,-2.3432107404029203e-6,-9.84186118608764e-7,3.7483850318539244e-7,999.9998292390878,3.514900894487823e-4,2
Will Richardson Jr.,Blocker,-9.993268670763148e-7,7.505567053831776e-6,-6.041202359470361e-6,-9.993268670763148e-7,4.042548625317732e-6,999.9998266088703,0.0013038910582759754,2
Rashaan Evans,Rusher,-1.0145610426785394e-6,4.567925686116538e-6,-4.083071709857297e-6,-1.0145610426785394e-6,2.0539496245002174e-6,999.999823962423,7.935704839567774e-4,2
Darius Hodges,Rusher,-1.0208457320757446e-6,3.137749460173795e-7,-1.2316245045663099e-6,-1.0208457320757446e-6,-8.10066959585179e-7,999.9998228706606,5.454880724718977e-5,2
Adam Pankey,Blocker,-1.0335563420254556e-6,4.840254367499405e-9,-1.0368077898770858e-6,-1.0335563420254556e-6,-1.0303048941738254e-6,999.9998206626015,8.813545049751374e-7,2
Geron Christian Sr.,Blocker,-1.0439795249981126e-6,2.0639022691726916e-5,-1.4908272782262092e-5,-1.0439795249981126e-6,1.2820313732265867e-5,999.9998188519091,0.00358532495049711,2
Bradlee Anae,Rusher,-1.0589886258742065e-6,7.387577690604779e-7,-1.5552502226232706e-6,-1.0589886258742065e-6,-5.627270291251425e-7,999.9998162445613,1.2829485276195858e-4,2
Clay Johnston,Rusher,-1.0989907991226423e-6,3.612241212063099e-6,-3.525519042637407e-6,-1.098990799122642e-6,1.327537444392123e-6,999.999809295472,6.274700540664876e-4,2
Senio Kelemete,Blocker,-1.145466268131424e-6,1.0818771897109934e-6,-1.8722188305243282e-6,-1.145466268131424e-6,-4.1871370573852e-7,999.9998012218562,1.879818336730813e-4,2
Antwaun Woods,Rusher,-1.1463884727750657e-6,2.8846439184925e-7,-1.3401648440021509e-6,-1.1463884727750657e-6,-9.526121015479804e-7,999.9998010616528,5.0070881206955624e-5,2
Kevin Pierre-Louis,Rusher,-1.1812054162718128e-6,3.7716112349392966e-7,-1.4345639448931825e-6,-1.1812054162718128e-6,-9.278468876504429e-7,999.9997950133302,6.556011412141835e-5,2
Delontae Scott,Rusher,-1.1920289143582814e-6,5.737426977165008e-7,-1.5774413989593027e-6,-1.1920289143582814e-6,-8.066164297572602e-7,999.9997931330961,9.962879876783294e-5,2
Nick Martin,Blocker,-1.222705836362108e-6,3.0224734899426114e-6,-3.2530567620223497e-6,-1.222705836362108e-6,8.076450892981335e-7,999.9997878039688,5.250979395922725e-4,2
Jonathan Ledbetter,Rusher,-1.244196978215854e-6,1.759560240856483e-6,-2.4261841075209153e-6,-1.244196978215854e-6,-6.220984891079248e-8,999.9997840705752,3.057074375299977e-4,2
Marquiss Spencer,Rusher,-1.2565926949977838e-6,1.777090431644824e-6,-2.4503557552456785e-6,-1.2565926949977838e-6,-6.282963474988897e-8,999.9997819172186,3.086717109965549e-4,2
Curtis Robinson,Rusher,-1.2586488554952017e-6,4.985780943375953e-7,-1.5935694093795228e-6,-1.2586488554952017e-6,-9.237283016108809e-7,999.9997815600269,8.665240231676998e-5,2
Jon Toth,Blocker,-1.2602722609154232e-6,1.7822941236691954e-6,-2.4575309087850755e-6,-1.2602722609154232e-6,-6.301361304577093e-8,999.9997812780125,3.0957568496191556e-4,2
Keandre Jones,Rusher,-1.3692554236143148e-6,6.429796239930062e-7,-1.8011779132900345e-6,-1.3692554236143148e-6,-9.37332933938595e-7,999.9997623456981,1.1173751732960528e-4,2
Ethan Westbrooks,Rusher,-1.369675324162148e-6,2.9564892522103934e-9,-1.3716613500809538e-6,-1.369675324162148e-6,-1.3676892982433422e-6,999.9997622727539,4.730785345952628e-7,2
Parker Ehinger,Blocker,-1.3738230635770022e-6,1.942879208811551e-6,-2.6789549739751544e-6,-1.3738230635770022e-6,-6.869115317884987e-8,999.9997615522177,3.374721714970201e-4,2
Tanner Vallejo,Rusher,-1.3803509474015978e-6,8.29152037118642e-6,-6.950191714173301e-6,-1.3803509474015978e-6,4.189489819370105e-6,999.9997604182081,0.001440425133730751,2
Myron Cunningham,Blocker,-1.4591910964514595e-6,5.362480936894796e-7,-1.8194165267253403e-6,-1.4591910964514595e-6,-1.0989656661775787e-6,999.9997467222715,9.311531896879898e-5,2
Yasir Durant,Blocker,-1.4992940658765675e-6,1.7557085090231202e-6,-2.67869378876788e-6,-1.4992940658765675e-6,-3.1989434298525466e-7,999.9997397556722,3.0503832310934016e-4,2
Danny Trevathan,Rusher,-1.5120191227351033e-6,8.448102640397551e-7,-2.0795216359276866e-6,-1.5120191227351033e-6,-9.445166095425201e-7,999.9997375451034,1.467990906239922e-4,2
Ty Sambrailo,Blocker,-1.5227211628306752e-6,3.4467746771476206e-6,-3.838097022892173e-6,-1.5227211628306752e-6,7.926546972308231e-7,999.9997356859685,5.988066053104497e-4,2
Marvin Wilson,Rusher,-1.5422354553326483e-6,2.181050297304077e-6,-3.0073591378986644e-6,-1.5422354553326483e-6,-7.711177276663215e-8,999.9997322959887,3.7884672729042554e-4,2
Trystan Colon,Blocker,-1.5936529985377516e-6,1.1828633158148545e-6,-2.3882431367757653e-6,-1.5936529985377516e-6,-7.990628602997375e-7,999.9997233638467,2.0544388803319215e-4,2
Isaiah Williams,Blocker,-1.6027781750100658e-6,2.266670632574833e-6,-3.1254174412696286e-6,-1.6027781750100658e-6,-8.0138908750503e-8,999.9997217786411,3.937205029328254e-4,2
Trey Pipkins III,Blocker,-1.6448117828722297e-6,7.132197942455922e-6,-6.435876036253789e-6,-1.6448117828722297e-6,3.1462524705093294e-6,999.9997144766555,0.001238949167844119,2
Khalil Davis,Rusher,-1.6903472052398477e-6,7.760741986104089e-7,-2.211676167354117e-6,-1.6903472052398477e-6,-1.169018243125579e-6,999.9997065663424,1.3485841305403923e-4,2
Marquel Lee,Rusher,-1.6938474668132918e-6,2.9866459143130127e-7,-1.8944758368196054e-6,-1.6938474668132918e-6,-1.4932190968069782e-6,999.9997059582847,5.192386990021893e-5,2
Derek Rivers,Rusher,-1.707901670020763e-6,5.067744437433123e-6,-5.112166304198662e-6,-1.707901670020763e-6,1.696362964157136e-6,999.9997035168196,8.803978942353777e-4,2
Blake Cashman,Rusher,-1.7137157217072638e-6,2.4235600156904092e-6,-3.3417456573291647e-6,-1.7137157217072638e-6,-8.568578608536289e-8,999.9997025068153,4.209749802793974e-4,2
Otito Ogbonnia,Rusher,-1.7138842443315154e-6,2.4237983426711924e-6,-3.3420742764464554e-6,-1.7138842443315154e-6,-8.569421221657546e-8,999.9997024775399,4.2101638192434515e-4,2
Cam Brown,Rusher,-1.714032044678507e-6,2.4240073639264314e-6,-3.342362487123089e-6,-1.714032044678507e-6,-8.570160223392504e-8,999.9997024518643,4.2105269263116476e-4,2
Justin Herron,Blocker,-1.722161166551533e-6,1.6856977950900946e-6,-2.8545310913939793e-6,-1.722161166551533e-6,-5.897912417090864e-7,999.9997010396913,2.9287621646006544e-4,2
Marcus Henry,Blocker,-1.72581034854984e-6,7.984295950811536e-7,-2.2621565804826578e-6,-1.72581034854984e-6,-1.1894641166170225e-6,999.9997004057634,1.3866091070129034e-4,2
Star Lotulelei,Rusher,-1.7395734255077436e-6,4.964973292469238e-6,-5.074801394847087e-6,-1.7395734255077436e-6,1.5956545438315998e-6,999.9996980148721,8.6246368524839e-4,2
Andrew Brown,Rusher,-1.7502053523687456e-6,8.658051057934057e-7,-2.331811180786576e-6,-1.7502053523687456e-6,-1.1685995239509147e-6,999.99969616791725,1.504462681534513e-4,2
Daviyon Nixon,Rusher,-1.7537341016554067e-6,5.488954766012497e-7,-2.122455429639404e-6,-1.7537341016554067e-6,-1.3850127736714093e-6,999.9996955549107,9.531239435387758e-5,2
Jamien Sherwood,Rusher,-1.8096125924061692e-6,3.0906239636005043e-6,-3.885743697027753e-6,-1.8096125924061692e-6,2.665185122154151e-7,999.9996858478227,5.36855856912843e-4,2
Jahlani Tavai,Rusher,-1.8156096013576694e-6,4.788443537067542e-7,-2.1372739865146586e-6,-1.8156096013576694e-6,-1.4939452162006807e-6,999.9996848060355,8.322430048644814e-5,2
Sean Harlow,Blocker,-1.8184826995765174e-6,1.9349675761662665e-5,-1.4816655297167534e-5,-1.8184826995765174e-6,1.1179689898014499e-5,999.9996843069272,0.003361342447726447,2
Nick Thurman,Rusher,-1.8255195562266535e-6,2.581674514793047e-6,-3.5597631346419744e-6,-1.8255195562266535e-6,-9.127597781133235e-8,999.9996830845,4.4844228205599354e-4,2
Nick Leverett,Blocker,-1.8261784330294573e-6,1.7652975425388329e-6,-3.012019603013556e-6,-1.8261784330294573e-6,-6.403372630453583e-7,999.9996829700414,3.0670410895023174e-4,2
Anthony Levine Sr.,Rusher,-1.8284803207183897e-6,1.2957810474268213e-6,-2.698923108008477e-6,-1.8284803207183897e-6,-9.580375334283025e-7,999.9996825701626,2.2505970714217026e-4,2
Emeke Egbule,Rusher,-1.90375489023338e-6,2.692315985202149e-6,-3.712322035955091e-6,-1.90375489023338e-6,-9.518774451166866e-8,999.9996694936306,4.6774370661473776e-4,2
Alim Mcneill,Rusher,-1.9048568321728306e-6,3.1359372210484835e-5,-2.2970560338770292e-5,-1.9048568321728306e-6,1.916084667442463e-5,999.9996693022035,0.005447721438971509,2
T.Y. Mcgill,Rusher,-1.946254331928952e-6,2.1135398617682545e-6,-3.3660277820651426e-6,-1.946254331928952e-6,-5.264808817927613e-7,999.9996621107213,3.671999959492457e-4,2
Casey Tucker,Blocker,-1.9470030397094963e-6,2.753478104738811e-6,-3.796655927433518e-6,-1.9470030397094963e-6,-9.735015198547446e-8,999.9996619806574,4.7828762245729343e-4,2
Azur Kamara,Rusher,-1.983446723539366e-6,1.3547732239828628e-6,-2.893517590505198e-6,-1.983446723539366e-6,-1.0733758565735343e-6,999.999655649741,2.3538873039374503e-4,2
Nathan Landman,Rusher,-2.0556728095580037e-6,9.728212300761813e-7,-2.709166873793655e-6,-2.0556728095580037e-6,-1.4021787453223528e-6,999.9996431027848,1.689558405314768e-4,2
Ben Niemann,Rusher,-2.0793456678372716e-6,1.3748729497753246e-6,-3.002918554590551e-6,-2.0793456678372716e-6,-1.155772781083992e-6,999.9996389903881,2.387993779006109e-4,2
Forrest Merrill,Rusher,-2.0929903123416098e-6,7.82867798621782e-6,-7.351916039533053e-6,-2.0929903123416098e-6,3.1659354148498332e-06,999.9996366200706,0.0013600211762296625,2
Akeem Davis-Gaither,Rusher,-2.131759654671382e-6,2.3746261203452587e-6,-3.7269181755262758e-6,-2.131759654671382e-6,-5.366011338164884e-7,999.9996298851461,4.12555324510655e-4,2
Landon Young,Blocker,-2.1756428810665556e-6,3.0768236692847976e-6,-4.2425036180797835e-6,-2.1756428810665556e-6,-1.0878214405332739e-7,999.9996222618488,5.344585002322771e-4,2
Trent Williams,Blocker,-2.1775728888556236e-6,2.229246184790219e-5,-1.715256628374996e-5,-2.1775728888556236e-6,1.279742050603871e-5,999.9996219265721,0.003872637783677236,2
Jack Heflin,Rusher,-2.2241830435821207e-6,2.0146176661816785e-6,-3.577505366174638e-6,-2.2241830435821207e-6,-8.708607209896033e-7,999.9996138295589,3.500154504923243e-4,2
Kyle Van Noy,Rusher,-2.2301670113139546e-6,1.5001519360308809e-5,-1.230745927570081e-5,-2.2301670113139546e-6,7.8471252530729e-6,999.9996127900372,0.002606071347587239,2
Austin Blythe,Blocker,-2.2485991252471007e-6,7.502443173729144e-7,-2.752576827390108e-6,-2.2485991252471007e-6,-1.7446214231040937e-6,999.999609588051,1.3037130308329116e-4,2
Coleman Shelton,Blocker,-2.278539843350546e-6,1.1990587729703805e-5,-1.033323444273203e-5,-2.278539843350546e-6,5.7761547560309375e-6,999.9996043868157,0.002083018950616673,2
Xavier Williams,Rusher,-2.4039503386906027e-6,3.3996991722476455e-6,-4.687703160446676e-6,-2.4039503386906027e-6,-1.201975169345297e-7,999.9995826007812,5.906287525025223e-4,2
Alexander Johnson,Rusher,-2.4056419007386985e-6,3.5367312455170506e-6,-4.781446215331177e-6,-2.4056419007386985e-6,-2.9837586146219776e-8,999.9995823069269,6.143526293282977e-4,2
Jamir Jones,Rusher,-2.4870332545712913e-6,3.548001694271537e-6,-4.8704085093680174e-6,-2.4870332545712913e-6,-1.0365799977456558e-7,999.9995681678005,6.163915393167371e-4,2
Mike Pennel,Rusher,-2.4931649705758874e-6,2.1224324048656105e-5,-1.675063525843607e-5,-2.4931649705758874e-6,1.1764305317284294e-5,999.9995671026122,0.003687083242886498,2
Monty Rice,Rusher,-2.4964428778017386e-6,2.9075875500725054e-6,-4.449619007674095e-6,-2.4964428778017386e-6,-5.432667479293815e-7,999.9995665331815,5.051402077440094e-4,2
Shaquil Barrett,Rusher,-2.5329558439625692e-6,1.8679480513762025e-5,-1.5080923817269517e-5,-2.5329558439625692e-6,1.001501212934438e-5,999.9995601902295,0.003244998640992949,2
Nick Dzubnar,Rusher,-2.5914197966120547e-6,1.5013985878794694e-6,-3.5999864632278603e-6,-2.5914197966120547e-6,-1.5828531299962486e-6,999.9995500340008,2.6077913247598617e-4,2
Nick Niemann,Rusher,-2.614958673758682e-6,1.818601405870879e-7,-2.7371234854635176e-6,-2.614958673758682e-6,-2.4927938620538468e-6,999.999545944879,3.155182593271492e-5,2
Amani Bledsoe,Rusher,-2.644264622786891e-6,1.0010791676996701e-6,-3.3167409973726618e-6,-2.644264622786891e-6,-1.9717882482011204e-6,999.9995408539141,1.739457796210111e-4,2
Cameron Malveaux,Rusher,-2.6766361635731376e-6,3.7853351640634212e-6,-5.2194405189676184e-6,-2.6766361635731376e-6,-1.338318081786564e-7,999.9995352304015,6.575395533073457e-4,2
Elijah Lee,Rusher,-2.6838554792862592e-6,1.8610989452806408e-6,-3.934051379719978e-6,-2.6838554792862592e-6,-1.4336595788525402e-6,999.999533976278,3.232654846399613e-4,2
Tim Ward,Rusher,-2.7129327473965294e-6,4.048269574881805e-6,-5.432363672443131e-6,-2.7129327473965294e-6,6.4981776500722866e-9,999.9995289250392,7.032159387960871e-4,2
Elerson Smith,Rusher,-2.727237287316933e-6,1.626422617861941e-7,-2.8364924612226417e-6,-2.727237287316933e-6,-2.6179821134112243e-6,999.9995264400861,2.8213338488544484e-5,2
Tyler Matakevich,Rusher,-2.7276764878320067e-6,1.1228024017261884e-6,-3.48192062041548e-6,-2.7276764878320067e-6,-1.973432355248533e-6,999.9995263637891,1.9509127117055465e-4,2
Tyson Alualu,Rusher,-2.7319943531642604e-6,1.4616454770950153e-6,-3.7138568102815656e-6,-2.7319943531642604e-6,-1.750131896046955e-6,999.999525613699,2.539543423208826e-4,2
Kahlil Mckenzie,Rusher,-2.7404414240908515e-6,5.664730179848871e-9,-2.7442467147584267e-6,-2.7404414240908515e-6,-2.7366361334232766e-6,999.9995241462925,9.435482136097717e-7,2
Rasheem Green,Rusher,-2.7747033208545157e-6,2.8726134198126433e-5,-2.2071525395186005e-5,-2.7747033208545157e-6,1.6522118753476974e-5,999.9995181943915,0.004990281143757731,2
Bobby Wagner,Rusher,-2.788202827960779e-6,5.6744387798093675e-6,-6.600015261560345e-6,-2.788202827960779e-6,1.0236096056387874e-6,999.9995158492869,9.85791496285053e-4,2
Hamilcar Rashed Jr.,Rusher,-2.9090874687668355e-6,4.114070952459676e-6,-5.67272056409533e-6,-2.9090874687668355e-6,-1.4545437343834125e-7,999.9994948494739,7.146468088620429e-4,2
Jack Anderson,Blocker,-2.9318698128761633e-6,4.1462900524817385e-6,-5.7171461351085185e-6,-2.9318698128761633e-6,-1.4659349064380764e-7,999.9994908917754,7.202438398112145e-4,2
Aaron Patrick,Rusher,-2.9618952993937644e-6,9.69208686550126e-7,-3.6129626323060406e-6,-2.9618952993937644e-6,-2.3108279664814882e-6,999.9994856758142,1.6840931000684382e-4,2
Carter Coughlin,Rusher,-2.9625190753995563e-6,2.431647551227296e-6,-4.5959818246816166e-6,-2.9625190753995563e-6,-1.3290563261174965e-6,999.9994855674531,4.2237992911700844e-4,2
Christian Barmore,Rusher,-2.993234107470552e-6,1.366616035222391e-5,-1.2173497032418803e-5,-2.993234107470552e-6,6.1870288174776995e-6,999.9994802317055,0.002374014695645856,2
Josh Jones,Blocker,-3.040862044671648e-6,2.258846530491886e-5,-1.8214696188691574e-5,-3.040862044671648e-6,1.2132972099348276e-5,999.9994719578855,0.003923977818339308,2
Mike Daniels,Rusher,-3.0457417777533297e-6,4.709958679319059e-6,-6.209663312945526e-6,-3.0457417777533297e-6,1.1817975743886633e-7,999.999471110189,8.181631095301675e-4,2
Robert Spillane,Rusher,-3.0471655577702766e-6,7.567326659728573e-6,-8.130528154490706e-6,-3.0471655577702762e-6,2.036197038950153e-6,999.9994708628531,0.001314619800679929,2
Ron'Dell Carter,Rusher,-3.0654837623310585e-6,4.3352487119230844e-6,-5.9776933365455645e-6,-3.0654837623310585e-6,-1.532741881165524e-7,999.999467680655,7.531503536157861e-4,2
Brandon Knight,Blocker,-3.1039931112987404e-6,1.4761832705320839e-6,-4.095621352122744e-6,-3.1039931112987404e-6,-2.1123648704747363e-6,999.9994609908958,2.5647981565208287e-4,2
Chuma Edoga,Blocker,-3.18604517065214e-6,7.25663861425084e-7,-3.6735109160640474e-6,-3.18604517065214e-6,-2.698579425240232e-6,999.9994467369933,1.2602020811705892e-4,2
Deion Jones,Rusher,-3.187083950695361e-6,5.593112739766525e-6,-6.944265499613652e-6,-3.187083950695361e-6,5.700975982229295e-7,999.9994465565387,9.715826835479265e-4,2
Drue Tranquill,Rusher,-3.3134690087675545e-6,9.204488589164278e-7,-3.931781857149019e-6,-3.3134690087675545e-6,-2.6951561603860897e-6,999.9994246012054,1.5985782780817594e-4,2
Tashawn Bower,Rusher,-3.394270834778974e-6,1.586682386885762e-6,-4.460127016367344e-6,-3.394270834778974e-6,-2.3284146531906033e-6,999.9994105644905,2.7567547830047775e-4,2
Zaire Franklin,Rusher,-3.4149286138372087e-6,1.0516124779905205e-5,-1.0479150600328326e-5,-3.4149286138372087e-6,3.6492933726539103e-6,999.9994069758668,0.001826878501390729,2
Oren Burks,Rusher,-3.513781222777012e-6,4.172958953033597e-6,-6.316972417415026e-6,-3.513781222777012e-6,-7.105900281389986e-7,999.9993898034097,7.24957734841068e-4,2
Eric Wilson,Rusher,-3.5185893871398437e-6,3.4075743718051536e-6,-5.807632385555712e-6,-3.5185893871398437e-6,-1.2295463887239751e-6,999.9993889681459,5.919157822415587e-4,2
Brian Winters,Blocker,-3.523977708922985e-6,2.0594866527217583e-6,-4.907440837930588e-6,-3.523977708922985e-6,-2.1405145799153823e-6,999.9993880320986,3.5780999181001357e-4,2
Ulysees Gilbert III,Rusher,-3.5382959593014005e-6,1.5581259160605665e-7,-3.642963292414349e-6,-3.5382959593014005e-6,-3.4336286261884525e-6,999.9993855447638,2.710793575890891e-5,2
Andre Mintze,Rusher,-3.539779196063595e-6,2.427693495257869e-6,-5.170585802545941e-6,-3.539779196063595e-6,-1.9089725895812495e-6,999.9993852870991,4.216930393002918e-4,2
Jarran Reed,Rusher,-3.5993590716837844e-6,9.458674608377384e-6,-9.953237380473413e-6,-3.5993590716837844e-6,2.7545192371058442e-6,999.9993749370146,0.0016430995591395327,2
Dakota Allen,Rusher,-3.654932281983031e-6,1.2985377242293956e-6,-4.527226870890725e-6,-3.654932281983031e-6,-2.7826376930753356e-6,999.9993652829592,2.2553859102957173e-4,2
Anthony Pittman,Rusher,-3.6556810009503067e-6,5.169913651253575e-6,-7.1285779518530985e-6,-3.6556810009503067e-6,-1.8278405004751468e-7,999.9993651528935,8.980654719599238e-4,2
James Lynch,Rusher,-3.6677515428522935e-6,1.0326994993642997e-5,-1.0604925322672562e-5,-3.6677515428522935e-6,3.2694222369679733e-6,999.9993630560255,0.001794023292399621,2
Eric Banks,Rusher,-3.6992801129552907e-6,4.237056704453556e-7,-3.983905008114439e-6,-3.6992801129552907e-6,-3.414655217796142e-6,999.999357578952,7.356469761505206e-5,2
Pete Werner,Rusher,-3.704256575481158e-6,2.365276284448721e-6,-5.2931343305889e-6,-3.704256575481158e-6,-2.115378820373416e-6,999.9993567144518,4.1093109168669715e-4,2
Olisaemeka Udoh,Blocker,-3.7086894670373234e-6,4.7215744864023306e-5,-3.542593417055587e-5,-3.7086894670373234e-6,2.8008555236481226e-5,999.9993559443797,0.008202255497592308,2
John Miller,Blocker,-3.7804397114804125e-6,9.824933929060951e-6,-1.0380353247131764e-5,-3.7804397114804125e-6,2.819473824170938e-6,999.9993434800856,0.0017068063524014394,2
William Gholston,Rusher,-3.923395592690871e-6,1.4521249005032156e-7,-4.020942292297059e-6,-3.923395592690871e-6,-3.825848893084683e-6,999.9993186461054,2.5266509538017697e-5,2
Taylor Stallworth,Rusher,-3.946913554835051e-6,5.705240054920518e-5,-4.227194590058344e-5,-3.946913554835051e-6,3.437811879091334e-5,999.999314560617,0.009910976578842408,2
Ogbonnia Okoronkwo,Rusher,-3.995792650278829e-6,7.65552612367324e-6,-9.138403364098937e-6,-3.995792650278829e-6,1.146818063541279e-6,999.9993060694484,0.0013299416169014798,2
Cody Ford,Blocker,-4.057737963483363e-6,2.6857387892702635e-5,-2.2099227012176506e-5,-4.057737963483363e-6,1.398375108520978e-5,999.9992953084453,0.004665646660363117,2
David Mayo,Rusher,-4.085457229114559e-6,7.130136034053268e-6,-8.8751363925531e-6,-4.085457229114559e-6,7.042219343239824e-7,999.9992904931157,0.0012385909776724423,2
Cedric Ogbuehi,Blocker,-4.088783196342764e-6,5.78241264987115e-6,-7.97312723286839e-6,-4.088783196342764e-6,-2.0443915981713746e-7,999.999289915336,0.001004548478657693,2
Tre'Vour Wallace-Simms,Blocker,-4.157314127973162e-6,4.676553437994052e-8,-4.188728943134737e-6,-4.157314127973162e-6,-4.125899312811587e-6,999.9992780102939,8.164521703021178e-6,2
Lavonte David,Rusher,-4.163791668719982e-6,4.131114810153411e-6,-6.938874000033654e-6,-4.163791668719982e-6,-1.3887093374063111e-6,999.9992768850298,7.176076301952009e-4,2
Colby Gossett,Blocker,-4.189710999536254e-6,1.1093751546156878e-5,-1.1641954599268216e-5,-4.189710999536253e-6,3.2625326001957097e-6,999.9992723823808,0.0019272225483069874,2
Zaven Collins,Rusher,-4.249043580136264e-6,2.3402442707408183e-6,-5.821106043936375e-6,-4.249043580136264e-6,-2.676981116336155e-6,999.999262075256,4.065825854788622e-4,2
Malcolm Smith,Rusher,-4.354706361550428e-6,7.66738651966972e-6,-9.50528431348537e-6,-4.354706361550428e-6,7.958715903845146e-7,999.9992437197507,0.0013320019787039451,2
Christian Jones,Rusher,-4.3760257724049665e-6,1.021083489667426e-6,-5.061940079121354e-6,-4.3760257724049665e-6,-3.690111465688578e-6,999.9992400161897,1.7742088627142118e-4,2
Riley Reiff,Blocker,-4.396657345185369e-6,3.6476608618231755e-6,-6.846978789506106e-6,-4.396657345185369e-6,-1.9463359008646323e-6,999.9992364321183,6.336230773746592e-4,2
Jordan Smith,Rusher,-4.432256508351266e-6,2.9264580327969974e-7,-4.628841748736884e-6,-4.432256508351266e-6,-4.235671267965649e-6,999.9992302479104,5.087829921899393e-5,2
Nick Bolton,Rusher,-4.5331901811671695e-6,3.6972697175749146e-6,-7.016836445881419e-6,-4.5331901811671695e-6,-2.0495439164529205e-6,999.9992127139355,6.422410183062379e-4,2
Victor Dimukeje,Rusher,-4.5604489387106105e-6,4.848337505528146e-7,-4.886136709836413e-6,-4.5604489387106105e-6,-4.234761167584808e-6,999.9992079786043,8.41837327903749e-5,2
James Smith-Williams,Rusher,-4.5820684497453246e-6,3.255088543127634e-6,-6.768678872843105e-6,-4.5820684497453246e-6,-2.395458026647544e-6,999.9992042229105,5.654262807103058e-4,2
Ola Adeniyi,Rusher,-4.628628426478092e-6,6.600844404801486e-6,-9.062755174660883e-6,-4.628628426478092e-6,-1.9450167829530014e-7,999.9991961346142,0.0011467246366766615,2
Alejandro Villanueva,Blocker,-4.638846151535495e-6,4.771748458255308e-5,-3.669313523454892e-5,-4.638846151535495e-6,2.7415442931477934e-5,999.9991943596135,0.008289335581559039,2
